,Name,Venue_Category,Neighborhood,District,Latitude,Longitude
1575,Hyde Park Produce,Grocery Store,Stateway Gardens,Douglas,41.799875766757324,-87.59545359476003
1576,Armand's Victory Tap,Italian Restaurant,Stateway Gardens,Douglas,41.8635388765408,-87.62409492432234
1577,Oak Mill Bakery,Dessert Shop,Dunning,Dunning,41.96695321564457,-87.80680807996895
1578,Portillo's,Hot Dog Joint,Dunning,Dunning,41.967673781080215,-87.81008580987776
1579,Miller's Ale House,Restaurant,Dunning,Dunning,41.961413396027275,-87.807605085338
1580,Starbucks,Coffee Shop,Dunning,Dunning,41.96686466049864,-87.80685701728798
1581,Fuji-Ya,Sushi Restaurant,Dunning,Dunning,41.964704583151715,-87.80769903674303
1582,Raising Cane's Chicken Fingers,Fried Chicken Joint,Dunning,Dunning,41.96764654639202,-87.80952609800413
1583,Jay's Beef,Fast Food Restaurant,Dunning,Dunning,41.96077394988705,-87.78712620424805
1584,Petco,Pet Store,Dunning,Dunning,41.95648085603232,-87.80408783445618
1585,Buona,Sandwich Place,Dunning,Dunning,41.96780739619439,-87.81472284662418
1586,DiMaggios Cafe,Café,Dunning,Dunning,41.96727323718781,-87.81099651792887
1587,Just Tires,Automotive Shop,Dunning,Dunning,41.95314116760696,-87.80772864818573
1588,Putting Edge,Mini Golf,Dunning,Dunning,41.95540341940117,-87.80546955742855
1589,AMC Norridge 6,Movie Theater,Dunning,Dunning,41.96235048556642,-87.81049699236141
1590,Las Palmas Mexican Restaurant,Mexican Restaurant,Dunning,Dunning,41.96091017425715,-87.79865332439897
1591,Culver's,Fast Food Restaurant,Dunning,Dunning,41.9630004703523,-87.80756431245167
1592,Cinnabon,Bakery,Dunning,Dunning,41.95460197122164,-87.80915392241232
1593,Panera Bread,Bakery,Dunning,Dunning,41.957487,-87.807739
1594,Ulta Beauty,Cosmetics Shop,Dunning,Dunning,41.955363,-87.8064402
1595,Twin's Gyros,Sandwich Place,Dunning,Dunning,41.9688940711404,-87.80765532740732
1596,Allegretti's Bakery,Bakery,Dunning,Dunning,41.96684346845516,-87.82008979113739
1597,Red Robin Gourmet Burgers and Brews,Burger Joint,Dunning,Dunning,41.95699677083317,-87.8084897355404
1598,Gloria Jean's Coffees,Coffee Shop,Dunning,Dunning,41.95595083556885,-87.80878725919975
1599,Target,Big Box Store,Dunning,Dunning,41.953955666700246,-87.80889258753919
1600,The Sweet Oasis II,Ice Cream Shop,Dunning,Dunning,41.95964802120058,-87.81690052249323
1601,Chipotle Mexican Grill,Mexican Restaurant,Dunning,Dunning,41.9574874,-87.8075181
1602,Thai Pastry II,Thai Restaurant,Dunning,Dunning,41.96739000169652,-87.81167037982145
1603,Vince's Italian Restaurant,Italian Restaurant,Dunning,Dunning,41.96724907653565,-87.80593525131576
1604,Bath & Body Works,Cosmetics Shop,Dunning,Dunning,41.955645552526924,-87.8088518820972
1605,Tricoci University of Beauty Culture,Salon / Barbershop,Dunning,Dunning,41.9776399,-87.806701
1606,Jimmy John's,Sandwich Place,Dunning,Dunning,41.952356221751735,-87.81154850780456
1607,Caponie's Trattoria,Pizza Place,Dunning,Dunning,41.9525795126309,-87.81316865603975
1608,Garfields Beverage Warehouse,Liquor Store,Dunning,Dunning,41.96379294661053,-87.80692866219464
1609,Ridgemoor Country Club,Golf Course,Dunning,Dunning,41.966805962499706,-87.79220091923153
1610,JOANN Fabrics and Crafts,Fabric Shop,Dunning,Dunning,41.962124102837116,-87.80812051565668
1611,Auntie Anne's,Snack Place,Dunning,Dunning,41.95603535212484,-87.8089513992029
1612,Nottoli Italian Foods,Deli / Bodega,Dunning,Dunning,41.97267236259674,-87.80689569400046
1613,Norridge Park District,Park,Dunning,Dunning,41.967819246555436,-87.81472830718927
1614,Popeyes Louisiana Kitchen,Fried Chicken Joint,Dunning,Dunning,41.97859476985053,-87.8069417083074
1615,Walgreens,Pharmacy,Dunning,Dunning,41.97451309035841,-87.80635433038697
1616,Pho No. 1,Vietnamese Restaurant,Dunning,Dunning,41.96799510921624,-87.77543237902881
1617,Earl's BBQ,BBQ Joint,Dunning,Dunning,41.968781086520174,-87.77820830436559
1618,Rich's Foods & Liquors,Grocery Store,Dunning,Dunning,41.966521538203615,-87.80689879149527
1619,Nami Sushi,Japanese Restaurant,Dunning,Dunning,41.96738430681144,-87.81153395769834
1620,XSport Fitness,Gym,Schorsch Village,Dunning,41.9528655,-87.76521240000001
1621,Walgreens,Pharmacy,Schorsch Village,Dunning,41.959908899999995,-87.7669038
1622,Las Tablas,South American Restaurant,Schorsch Village,Dunning,41.95346578636836,-87.75097353068874
1623,Jefferson Memorial Park,Park,Schorsch Village,Dunning,41.96831332497476,-87.763831615448
1624,Antojitos Colombianos,South American Restaurant,Schorsch Village,Dunning,41.95777706599166,-87.75166936777912
1625,Jeff's Red Hots,Hot Dog Joint,Schorsch Village,Dunning,41.95169902631591,-87.74706141681011
1626,Josi's Frozen Yogurt,Frozen Yogurt Shop,Schorsch Village,Dunning,41.954081523972775,-87.74852395565634
1627,City News Cafe,Café,Schorsch Village,Dunning,41.95413903056532,-87.74743990877113
1628,Kawayan,Filipino Restaurant,Schorsch Village,Dunning,41.969286384491674,-87.76148493469542
1629,Chicago Hope Cafe,Café,East Garfield Park,East Garfield Park,41.866555634323845,-87.6872594639608
1630,United Center,Stadium,East Garfield Park,East Garfield Park,41.88075891038424,-87.6739739076175
1631,Goose Island Beer Co.,Brewery,East Garfield Park,East Garfield Park,41.886939057910865,-87.67233954923492
1632,On Tour Brewing Company,Brewery,East Garfield Park,East Garfield Park,41.889643503586406,-87.67060154327238
1633,The Spirit by by Omri & Julie Rotblatt-Amrany (Michael Jordan Statue),Outdoor Sculpture,East Garfield Park,East Garfield Park,41.8807130591696,-87.67306566238403
1634,Breakfast House,Breakfast Spot,East Garfield Park,East Garfield Park,41.89093900620705,-87.67210685657447
1635,Uncle Mike's Place,Filipino Restaurant,East Garfield Park,East Garfield Park,41.890944799837854,-87.66965247249979
1636,Forbidden Root Restaurant & Brewery,Brewery,East Garfield Park,East Garfield Park,41.89611233430696,-87.67160473541661
1637,Yuzu Sushi and Robata Grill,Japanese Restaurant,East Garfield Park,East Garfield Park,41.89601627515891,-87.67175255286591
1638,Union Park,Park,East Garfield Park,East Garfield Park,41.88403598409956,-87.66536235809326
1639,Innertown Pub,Bar,East Garfield Park,East Garfield Park,41.90134679541948,-87.67604741464659
1640,Ignite Glass Studios,Art Gallery,East Garfield Park,East Garfield Park,41.889037033269226,-87.6652382176673
1641,RR#1,Miscellaneous Shop,East Garfield Park,East Garfield Park,41.896513238287724,-87.66734718723059
1642,Palace Grill,Diner,East Garfield Park,East Garfield Park,41.88162459017664,-87.66267211148474
1643,CorePower Yoga,Yoga Studio,East Garfield Park,East Garfield Park,41.883796355871894,-87.65940248966217
1644,Smyth,Restaurant,East Garfield Park,East Garfield Park,41.88491910100382,-87.66076811931293
1645,Nini's Deli,Deli / Bodega,East Garfield Park,East Garfield Park,41.89242422755903,-87.66223418847832
1646,Hoosier Mama Pie Co.,Pie Shop,East Garfield Park,East Garfield Park,41.896085316518175,-87.66812739021195
1647,The Loyalist,Restaurant,East Garfield Park,East Garfield Park,41.884983497969955,-87.66081932418899
1648,Mirai Sushi,Sushi Restaurant,East Garfield Park,East Garfield Park,41.90321467006739,-87.67820759043299
1649,Madison Vine Wines,Wine Shop,East Garfield Park,East Garfield Park,41.88152647132147,-87.66119787506189
1650,Smoke Daddy,BBQ Joint,East Garfield Park,East Garfield Park,41.903306717124636,-87.67284189031578
1651,Viaggio,Italian Restaurant,East Garfield Park,East Garfield Park,41.881614069972734,-87.66071669472514
1652,Caffe Streets,Coffee Shop,East Garfield Park,East Garfield Park,41.90330959356743,-87.67203680661595
1653,Coalfire,Pizza Place,East Garfield Park,East Garfield Park,41.89100033997468,-87.65975130944584
1654,Tempesta Market,Deli / Bodega,East Garfield Park,East Garfield Park,41.89112512615622,-87.66183315307316
1655,Penelope's,Boutique,East Garfield Park,East Garfield Park,41.90323420684755,-87.67548517689924
1656,Flo,American Restaurant,East Garfield Park,East Garfield Park,41.896122583499455,-87.66378267820444
1657,Dusty Groove,Record Shop,East Garfield Park,East Garfield Park,41.902353486433746,-87.66765133750938
1658,d/vision optical,Optical Shop,East Garfield Park,East Garfield Park,41.903370655171116,-87.67232936143257
1659,Costco Wholesale,Warehouse Store,East Garfield Park,East Garfield Park,41.86217798070477,-87.66735679371845
1660,Antique Taco,Taco Place,East Garfield Park,East Garfield Park,41.9064564891985,-87.6714863577741
1661,Vinnie's Sub Shop,Sandwich Place,East Garfield Park,East Garfield Park,41.891096921488796,-87.657731582912
1662,Tailor Men's Salon,Salon / Barbershop,East Garfield Park,East Garfield Park,41.90338371246953,-87.67056812729203
1663,Bangers & Lace,Bar,East Garfield Park,East Garfield Park,41.90340097896922,-87.67036513539252
1664,City Winery,Concert Hall,East Garfield Park,East Garfield Park,41.88458636271521,-87.65719911286146
1665,The Den Theatre,Theater,East Garfield Park,East Garfield Park,41.906027935054105,-87.67047302879709
1666,Bari,Sandwich Place,East Garfield Park,East Garfield Park,41.89117781715653,-87.6556284832498
1667,Reckless Records,Record Shop,East Garfield Park,East Garfield Park,41.90693470747877,-87.67196740767666
1668,Dillinger's,Fast Food Restaurant,Fifth City,East Garfield Park,41.66321436695684,-87.65668719400324
1669,Jewel-Osco,Supermarket,Fifth City,East Garfield Park,41.6804615,-87.6641029
1670,Aldi,Grocery Store,Fifth City,East Garfield Park,41.671092631321905,-87.67978996038437
1671,Beggars Pizza,Pizza Place,Fifth City,East Garfield Park,41.662930883694294,-87.68052229253591
1672,Marshfield Plaza,Shopping Mall,Fifth City,East Garfield Park,41.68197172774079,-87.65751295814648
1673,Rock Island Public House,Bar,Fifth City,East Garfield Park,41.65068368081415,-87.68128684436489
1674,Wingz It Iz,American Restaurant,Fifth City,East Garfield Park,41.662954352463004,-87.65325542137039
1675,Egg Shack,Breakfast Spot,Fifth City,East Garfield Park,41.662786457456434,-87.66440355146317
1676,Maple Tree Inn,Cajun / Creole Restaurant,Fifth City,East Garfield Park,41.65129445503102,-87.68096141493643
1677,T & G Gyros,Fast Food Restaurant,Fifth City,East Garfield Park,41.65711574872349,-87.67999583465239
1678,Jack's Lounge,Bar,Fifth City,East Garfield Park,41.66282332504664,-87.6412144001627
1679,El Ranchito,Grocery Store,Fifth City,East Garfield Park,41.66170641765951,-87.68028536505112
1680,United  Liquor Store,Liquor Store,Fifth City,East Garfield Park,41.667182469754465,-87.68022994031227
1681,Geno's Place,Southern / Soul Food Restaurant,Fifth City,East Garfield Park,41.66810954731761,-87.66092227103802
1682,Walgreens,Pharmacy,Fifth City,East Garfield Park,41.6588611,-87.6613078
1683,Home Of The Hoagy,Sandwich Place,Fifth City,East Garfield Park,41.692268426461204,-87.65515951479624
1684,Beggars Pizza,Pizza Place,Fifth City,East Garfield Park,41.66189974324712,-87.70030292170358
1685,Mario's Tacos,Mexican Restaurant,Fifth City,East Garfield Park,41.650725237767695,-87.6810081005359
1686,Raven's Place,Bar,Fifth City,East Garfield Park,41.65627462472335,-87.67989083391817
1687,Sears Park,Park,Fifth City,East Garfield Park,41.66737679135903,-87.71007673417441
1688,Club Krave,Gay Bar,Fifth City,East Garfield Park,41.654593742703774,-87.68021193723322
1689,Nicky's,Fast Food Restaurant,Fifth City,East Garfield Park,41.68300880120132,-87.72036821838886
1690,115 Bourbon Street,Sports Bar,Fifth City,East Garfield Park,41.68334933184203,-87.70495714677324
1691,Mount Greenwood Park,Park,Fifth City,East Garfield Park,41.690861494370154,-87.7126650633149
1692,Joseph's Bar & Restaurant,Restaurant,Fifth City,East Garfield Park,41.69133,-87.69933
1693,S & T Provision Co.,Deli / Bodega,Fifth City,East Garfield Park,41.691414713859565,-87.71567523479462
1694,Beggars Pizza,Pizza Place,Fifth City,East Garfield Park,41.684186022443726,-87.70107264903541
1695,Blue Island Brewing Co.,Brewery,Fifth City,East Garfield Park,41.649672158157294,-87.68041836697957
1696,Fiesta Azteca,Mexican Restaurant,Fifth City,East Garfield Park,41.662772200134384,-87.71950438747317
1697,Dollar Tree,Discount Store,Fifth City,East Garfield Park,41.65667283434187,-87.66091371084342
1698,Lindy's Chili & Gertie's Ice Cream,Diner,Fifth City,East Garfield Park,41.69293842193565,-87.70083454679873
1699,Alternate Reality,Comic Shop,Fifth City,East Garfield Park,41.69155228356455,-87.70032710214363
1700,Double Play Saloon,Bar,Fifth City,East Garfield Park,41.65698231497785,-87.67999716876312
1701,Manny's Blue Room,Bar,Fifth City,East Garfield Park,41.6493324518301,-87.69241021917318
1702,Dunkin',Donut Shop,Fifth City,East Garfield Park,41.67754845326449,-87.71935531779098
1703,Jewel-Osco,Supermarket,Fifth City,East Garfield Park,41.6740321,-87.7181423
1704,GameStop,Video Game Store,Fifth City,East Garfield Park,41.684128660054256,-87.7007915057596
1705,Subway,Sandwich Place,Fifth City,East Garfield Park,41.6709662051606,-87.71966540504948
1706,GNC,Supplement Shop,Fifth City,East Garfield Park,41.68350555,-87.701142
1707,Harry's Long Bar,Bar,Fifth City,East Garfield Park,41.65493489601085,-87.6798694197083
1708,Pappas,American Restaurant,Fifth City,East Garfield Park,41.67056598479622,-87.71891102595605
1709,Great Clips,Salon / Barbershop,Fifth City,East Garfield Park,41.683972050224355,-87.70401156974009
1710,Rosati's Pizza,Pizza Place,Fifth City,East Garfield Park,41.69166863337849,-87.70060738879606
1711,Planet Fitness,Gym / Fitness Center,East Side,East Side,41.681903537958505,-87.53839689356386
1712,Walgreens,Pharmacy,East Side,East Side,41.68083,-87.5391891
1713,The Venue,Music Venue,East Side,East Side,41.69462697968319,-87.50715036553201
1714,Jack Binion's Steak House,Steakhouse,East Side,East Side,41.69428572931752,-87.50562341543629
1715,Wolf Lake,Lake,East Side,East Side,41.673847097404376,-87.5047395257086
1716,Arnie's,Hot Dog Joint,East Side,East Side,41.68612291368739,-87.5063940112535
1717,T.J. Maxx,Department Store,East Side,East Side,41.68222780053009,-87.53606625159489
1718,Dollar Tree,Discount Store,East Side,East Side,41.68183362064342,-87.53590792848969
1719,Bulldog Brewing Company,Brewery,East Side,East Side,41.6794430976146,-87.49519423086595
1720,Village Square Buffet,Buffet,East Side,East Side,41.69510965154806,-87.50691266357798
1721,Griller's,American Restaurant,East Side,East Side,41.67910983828217,-87.49821054948617
1722,Pete's Fresh Market,Grocery Store,East Side,East Side,41.681890667613736,-87.53870892929787
1723,Strack & Van Til,Grocery Store,East Side,East Side,41.680127095388066,-87.50888755429493
1724,Horseshoe Hammond Casino,Casino,East Side,East Side,41.6944457762582,-87.5068975236276
1725,Club 81 Too,American Restaurant,East Side,East Side,41.655568395948976,-87.53724342978823
1726,The Poker Room,Casino,East Side,East Side,41.6948177025351,-87.50635064926014
1727,Chicago Pita Kitchen,Greek Restaurant,East Side,East Side,41.65504631568464,-87.55399686278597
1728,Indiana Skyway Industrial Wasteland,Other Great Outdoors,East Side,East Side,41.687730702132896,-87.52223835642658
1729,Dunkin',Donut Shop,East Side,East Side,41.698857842269895,-87.52134970494558
1730,SUBWAY,Sandwich Place,East Side,East Side,41.68665012012078,-87.50658206764273
1731,White Castle,Fast Food Restaurant,East Side,East Side,41.679644503539464,-87.49933492826591
1732,Wingstop,Wings Joint,East Side,East Side,41.695565,-87.519425
1733,IHOP,Breakfast Spot,East Side,East Side,41.69566498386193,-87.51779293995294
1734,Ross Dress for Less,Clothing Store,East Side,East Side,41.69363890986078,-87.52194851673265
1735,Whihala Beach County Park,Surf Spot,East Side,East Side,41.68348934065713,-87.49005317687988
1736,Horseshoe Casino Hammond Diamond lounge,Food,East Side,East Side,41.69446854050381,-87.50669266688654
1737,SUBWAY,Sandwich Place,East Side,East Side,41.6817908939446,-87.5374500333157
1738,Push @ Horseshoe Casino,Bar,East Side,East Side,41.69441461497291,-87.50658252730938
1739,Wendy's,Fast Food Restaurant,East Side,East Side,41.681256787073096,-87.5379422754213
1740,U.S. Bank ATM,ATM,East Side,East Side,41.70254691432762,-87.5382308692239
1741,Walgreens,Pharmacy,East Side,East Side,41.678591100000006,-87.49797530000001
1742,Mann Park,Park,East Side,East Side,41.65551804858467,-87.55076113565822
1743,Dunkin',Donut Shop,East Side,East Side,41.68548328356503,-87.5053450550688
1744,Sunrise Cafe,Café,East Side,East Side,41.67928141264049,-87.49599661145119
1745,Wolf Lake Memorial Park Pavilion,Park,East Side,East Side,41.67070454301141,-87.50969066002622
1746,Center Lounge,Bar,East Side,East Side,41.67920609482205,-87.49719030118759
1747,Doreen's Pizzaria,Pizza Place,East Side,East Side,41.655810063140294,-87.54090500349318
1748,Whiting Cafe & Cantina,Café,East Side,East Side,41.67923421980478,-87.49701329482555
1749,Keith's Restaurant,Steakhouse,East Side,East Side,41.67938256433752,-87.49970909576176
1750,Purple Steer Restaurant,Diner,East Side,East Side,41.687548188754526,-87.50830314315095
1751,Dollar Tree,Discount Store,East Side,East Side,41.689533000000004,-87.509895
1752,Lost Marsh Golf Course Clubhouse,Golf Course,East Side,East Side,41.663008272118546,-87.50510219171099
1753,Mugs Bunny,Bar,East Side,East Side,41.65197004730094,-87.54700521005032
1754,White Oak Cafe,Café,East Side,East Side,41.67937994287792,-87.49055241562735
1755,Beggar's Pizza,Pizza Place,East Side,East Side,41.67931069025101,-87.49657309782549
1756,Midtown Station,Bar,East Side,East Side,41.67829860565053,-87.4931301579444
1757,Subway,Sandwich Place,East Side,East Side,41.707335,-87.559157
1758,Little Caesars Pizza,Pizza Place,East Side,East Side,41.675934892350824,-87.49574714144256
1759,Dunkin',Café,East Side,East Side,41.70677578021881,-87.55936466821322
1760,Steve's Lounge,Lounge,East Side,East Side,41.65612534250851,-87.54929940236214
1761,Family Dollar,Discount Store,East Side,East Side,41.653400040288794,-87.55177016849197
1762,Walgreens,Pharmacy,East Side,East Side,41.72851648932972,-87.55207121372223
1763,Green Olive,Bar,East Side,East Side,41.649992434057076,-87.538680462078
1764,Cricket Wireless Authorized Retailer,Mobile Phone Shop,East Side,East Side,41.729017999999996,-87.551401
1765,First Choice Market,Grocery Store,East Side,East Side,41.73007636708871,-87.55036895490889
1766,Family Dollar,Discount Store,East Side,East Side,41.7298690785241,-87.55085703628589
1767,Pucci's Pizza,Pizza Place,East Side,East Side,41.68508954159703,-87.54083860476268
1768,Marshalls,Department Store,East Side,East Side,41.72099268237464,-87.58198260467621
1769,Skyway Bowl,Bowling Alley,East Side,East Side,41.71472787882641,-87.55967797549478
1770,East Side Soccer Dome,Soccer Field,East Side,East Side,41.678491380401006,-87.53981484472841
1771,TNT Family Mexican Restaurant,Mexican Restaurant,East Side,East Side,41.73291243338793,-87.55119565011995
1772,Foot Locker,Shoe Store,East Side,East Side,41.72141388291063,-87.58129119873047
1773,103rd St Garage,Bus Station,East Side,East Side,41.70895611619909,-87.58162075227197
1774,Steelworkers Park,Park,East Side,East Side,41.73766848997837,-87.535536053909
1775,Park No. 523,Park,East Side,East Side,41.73814419185054,-87.53093004226685
1776,DTLR,Men's Store,East Side,East Side,41.72102349739028,-87.58149370108963
1777,New Little China,Chinese Restaurant,East Side,East Side,41.721315000000004,-87.581653
1778,Cheetah Gym,Gym,Andersonville,Edgewater,41.977550497201726,-87.66857003908392
1779,Ora,Sushi Restaurant,Andersonville,Edgewater,41.97571490835502,-87.66838931864176
1780,A Taste of Heaven,Breakfast Spot,Andersonville,Edgewater,41.979873407287286,-87.66830529858305
1781,The Coffee Studio,Coffee Shop,Andersonville,Edgewater,41.98437370266036,-87.66910484278698
1782,Ba Le,Vietnamese Restaurant,Andersonville,Edgewater,41.97324299279736,-87.65975168952127
1783,Piatto Pronto,Deli / Bodega,Andersonville,Edgewater,41.98422386195043,-87.66893246706415
1784,Gethsemane Garden Center,Garden Center,Andersonville,Edgewater,41.9867728874068,-87.66920932974615
1785,Sun Wah BBQ,Chinese Restaurant,Andersonville,Edgewater,41.973915537785146,-87.6597715327258
1786,Tank Noodle,Vietnamese Restaurant,Andersonville,Edgewater,41.97322507002876,-87.65959301562168
1787,M. Henry,Breakfast Spot,Andersonville,Edgewater,41.98563183518749,-87.66922717623864
1788,Chicagoland Games: Dice Dojo,Hobby Shop,Andersonville,Edgewater,41.983442617640044,-87.66011616030994
1789,Green Mill Cocktail Lounge,Jazz Club,Andersonville,Edgewater,41.96909292878826,-87.659865028545
1790,Tweet,Breakfast Spot,Andersonville,Edgewater,41.97397933695646,-87.65502958027363
1791,Pasteur,Asian Restaurant,Andersonville,Edgewater,41.98257678649959,-87.65995217377899
1792,Ras Dashen Ethiopian Restaurant,Ethiopian Restaurant,Andersonville,Edgewater,41.988285999999995,-87.66065789999998
1793,Demera Ethiopian Restaurant,Ethiopian Restaurant,Andersonville,Edgewater,41.96908923944177,-87.65955587435013
1794,Alice & Friends',Vegetarian / Vegan Restaurant,Andersonville,Edgewater,41.987467911637104,-87.66021558019995
1795,Foster Beach,Beach,Andersonville,Edgewater,41.977802246499095,-87.64923746642236
1796,Whole Foods Market,Grocery Store,Andersonville,Edgewater,41.9914628377604,-87.65992428134697
1797,Lickity Split,Ice Cream Shop,Andersonville,Edgewater,41.99267743652594,-87.66047127449951
1798,Mas Alla Del Sol,Mexican Restaurant,Andersonville,Edgewater,41.98836929078868,-87.6603194056823
1799,Kathy Osterman (Hollywood) Beach,Beach,Andersonville,Edgewater,41.98603915678675,-87.65270600068938
1800,Income Tax,Wine Bar,Andersonville,Edgewater,41.99061024060514,-87.66016583654655
1801,Everybody's Coffee,Coffee Shop,Andersonville,Edgewater,41.96551885216174,-87.65394427213718
1802,Tattoo Factory,Tattoo Parlor,Andersonville,Edgewater,41.962849568323506,-87.65565562582444
1803,Metropolis Coffee Company,Coffee Shop,Andersonville,Edgewater,41.9945501548414,-87.65730977587341
1804,Dak,Korean Restaurant,Andersonville,Edgewater,41.994644061052846,-87.65867725405178
1805,Sauce and Bread Kitchen,Café,Andersonville,Edgewater,41.99758174929393,-87.67057227706171
1806,Leather Archives & Museum,History Museum,Andersonville,Edgewater,41.99860778320516,-87.66790247778829
1807,Dovetail Brewery,Brewery,Andersonville,Edgewater,41.95618551449235,-87.67436957717787
1808,Vincent,New American Restaurant,Edgewater,Edgewater,41.979803650281795,-87.66781846657808
1809,TrueNorth,Café,Edgewater,Edgewater,41.981994284770174,-87.66845200807133
1810,La Colombe Coffee Roasters,Coffee Shop,Edgewater,Edgewater,41.976095357027155,-87.66857696306009
1811,"Hot""G""Dog",Hot Dog Joint,Edgewater,Edgewater,41.97280561974712,-87.66786222767703
1812,Nha Hang Viet Nam,Vietnamese Restaurant,Edgewater,Edgewater,41.973316619664566,-87.65628197691312
1813,Ellipsis Coffeehouse,Coffee Shop,Edgewater,Edgewater,41.99812442311702,-87.66291547313885
1814,Big Chicks,Gay Bar,Edgewater,Edgewater,41.97398797194664,-87.65505601018522
1815,Nori,Sushi Restaurant,Edgewater,Edgewater,41.998076153523286,-87.66207535196806
1816,Blaze Pizza,Pizza Place,Edgewater,Edgewater,42.001625,-87.661102
1817,First Ascent Uptown,Climbing Gym,Edgewater,Edgewater,41.9678891287457,-87.65919138605011
1818,Taste of Peru,Peruvian Restaurant,Edgewater,Edgewater,42.00131539428991,-87.67163793584767
1819,bopNgrill,Burger Joint,Edgewater,Edgewater,42.00280761926045,-87.6611135431543
1820,Ghareeb Nawaz,Indian Restaurant,Edgewater,Edgewater,41.99801941495526,-87.68156854007772
1821,Mind Crusher Tattoo,Tattoo Parlor,Edgewater,Edgewater,42.00380108134929,-87.67252493440054
1822,Montrose Dog Beach,Dog Run,Edgewater,Edgewater,41.968488095147755,-87.64300789503677
1823,Morse Fresh Market,Grocery Store,Edgewater,Edgewater,42.00808656284799,-87.66704093235546
1824,Rogers Park Social,Bar,Edgewater,Edgewater,42.00736030733871,-87.66626485580036
1825,Cermak Fresh Market,Market,Edgewater,Edgewater,42.00281222507039,-87.67938138623768
1826,Patio Beef,Hot Dog Joint,Edgewater Glen,Edgewater,41.991488286621475,-87.66035892862352
1827,Indie Café,Thai Restaurant,Edgewater Glen,Edgewater,41.99052209505275,-87.66020826715666
1828,Ethiopian Diamond,Ethiopian Restaurant,Edgewater Glen,Edgewater,41.99295464024561,-87.66057233553055
1829,Broadway Antique Market,Antique Shop,Edgewater Glen,Edgewater,41.99343958487081,-87.66046990450626
1830,Phlour Bakery & Cafe,Bakery,Edgewater Glen,Edgewater,41.98369990799272,-87.65956847389437
1831,Albion Beach,Beach,Edgewater Glen,Edgewater,42.00214862929895,-87.66315740553135
1832,Loyola Beach,Beach,Edgewater Glen,Edgewater,42.008984717215455,-87.65947370049778
1833,Elixir Lounge,Lounge,Edgewater Glen,Edgewater,41.979703531088695,-87.66856223344803
1834,Smack Dab Bakery,Bakery,Edgewater Glen,Edgewater,42.0044952773675,-87.6730583613599
1835,Edgewater Antique Mall,Antique Shop,Edgewater Glen,Edgewater,41.99688860399943,-87.66063256736093
1836,Lifeline Theatre,Theater,Edgewater Glen,Edgewater,42.007372355621,-87.66628355736664
1837,Andersonville Galleria,Miscellaneous Shop,Edgewater Glen,Edgewater,41.97763190776675,-87.66825649814281
1838,SIR Spa,Spa,Edgewater Glen,Edgewater,41.97589351033396,-87.66836136053392
1839,Loyola Park,Park,Edgewater Glen,Edgewater,42.01139014459896,-87.66236351537528
1840,Warren Park,Park,Edgewater Glen,Edgewater,42.002413533419784,-87.68796889857809
1841,Hai Yen,Vietnamese Restaurant,Edgewater Glen,Edgewater,41.97328297968702,-87.65705585461119
1842,El Famous Burrito,Mexican Restaurant,Edgewater Glen,Edgewater,42.01042128720865,-87.67420436237606
1843,Lickity Split,Dessert Shop,Edgewater Glen,Edgewater,42.008715300358794,-87.69033944581406
1844,R Public House,Sports Bar,Edgewater Glen,Edgewater,42.01603154186997,-87.66857074915933
1845,Uncommon Ground,New American Restaurant,Lakewood,Edgewater,41.99811984809215,-87.6655607530921
1846,Alexander's,Diner,Lakewood,Edgewater,41.994428059769824,-87.67024278662248
1847,"Independent Spirits, Inc.",Wine Shop,Lakewood,Edgewater,41.99039108341554,-87.66018121578125
1848,Giordano's,Pizza Place,Lakewood,Edgewater,42.00657570328828,-87.66151070594782
1849,Twisted Tapas,Tapas Restaurant,Lakewood,Edgewater,42.00556414029608,-87.6603629918428
1850,Nookies,American Restaurant,Lakewood,Edgewater,41.98385025865196,-87.65812439310673
1851,Edgewater Fitness Center,Gym,Lakewood,Edgewater,41.98376627828172,-87.65846295599621
1852,The Common Cup,Coffee Shop,Lakewood,Edgewater,42.00779721534203,-87.66790095257271
1853,Diamante Azul,Mexican Restaurant,Lakewood,Edgewater,41.98511008500237,-87.66911898503899
1854,J.B. Alberto's Pizza,Pizza Place,Lakewood,Edgewater,42.007940574322475,-87.66506611131021
1855,Bark Place,Pet Store,Lakewood,Edgewater,42.01008029950695,-87.67522292839932
1856,Jerry's,Sandwich Place,Lakewood,Edgewater,41.98046027598185,-87.66830233898199
1857,Polygon Cafe,Asian Restaurant,Lakewood,Edgewater,41.976375280224744,-87.66855122360342
1858,Sol Café,Café,Lakewood,Edgewater,42.01930628594254,-87.67207807612867
1859,Ward Eight Bar,Cocktail Bar,Lakewood,Edgewater,42.01950853910772,-87.67972225573416
1860,Howard Beach Park,Playground,Lakewood,Edgewater,42.0189195424277,-87.6641446352005
1861,Jameson Loves Danger,Pet Store,Lakewood,Edgewater,41.97643133041909,-87.66861474945172
1862,Empirical Brewery Taproom,Brewery,Lakewood,Edgewater,41.976036629604685,-87.6751701263798
1863,Tony's Italian Deli and Subs,Deli / Bodega,Edison Park,Edison Park,42.00288174430382,-87.81644343079546
1864,Zia's Trattoria,Italian Restaurant,Edison Park,Edison Park,42.0026971730105,-87.81601305313666
